id,airport_name,country,city,code
2820,Hickam Air Force Base,US,Honolulu,HIK
2821,Kapalua Airport,US,Lahaina,JHM
2822,Kalaeloa Airport,US,Kapolei,JRF
2823,Ellison Onizuka Kona International Airport at Keahole,US,Kailua-Kona,KOA
2824,Lihue Airport,US,Lihue,LIH
2825,Molokai Airport,US,Kaunakakai,MKK
2826,Waimea Kohala Airport,US,Waimea (Kamuela),MUE
2827,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,US,Kaneohe,NGF
2828,Daniel K Inouye International Airport,US,"Honolulu, Oahu",HNL
2829,Lanai Airport,US,Lanai City,LNY
2830,Kahului International Airport,US,Kahului,OGG
2831,Hilo International Airport,US,Hilo,ITO
2832,Marshall Islands International Airport,MH,Majuro Atoll,MAJ
2833,Kaieteur International Airport,GY,Kaieteur Falls,KAI
2834,Bucholz Army Air Field,MH,Kwajalein,KWA
2835,Cassidy International Airport,KI,Kiritimati,CXI
2836,Henderson Field,UM,Sand Island,MDY
2837,Point Lay LRRS Airport,US,Point Lay,PIZ
2838,Chuuk International Airport,FM,Weno Island,TKK
2839,Pohnpei International Airport,FM,Pohnpei Island,PNI
2840,Babelthuap Airport,PW,Babelthuap Island,ROR
2841,Kosrae International Airport,FM,Okat,KSA
2842,Yap International Airport,FM,Yap Island,YAP
2843,Wake Island Airfield,UM,Wake Island,AWK
2844,Kinmen Airport,TW,Shang-I,KNH
2845,Matsu Nangan Airport,TW,Matsu (Nangan),LZN
2846,Taitung Airport,TW,Taitung City,TTT
2847,Kaohsiung International Airport,TW,Kaohsiung (Xiaogang),KHH
2848,Chiayi Airport,TW,Chiayi City,CYI
2849,Hengchun Airport,TW,Hengchung,HCN
2850,Lanyu Airport,TW,Orchid Island,KYD
2851,Taichung International Airport / Ching Chuang Kang Air Base,TW,Taichung (Qingshui),RMQ
2852,Matsu Beigan Airport,TW,Matsu (Beigan),MFK
2853,Tainan International Airport / Tainan Air Base,TW,Tainan (Rende),TNN
2854,Hsinchu Air Base,TW,Hsinchu City,HSZ
2855,Penghu Magong Airport,TW,Huxi,MZG
2856,Pingtung North Airport,TW,Pingtung,PIF
2857,Taipei Songshan Airport,TW,Taipei City,TSA
2858,Taiwan Taoyuan International Airport,TW,Taoyuan,TPE
2859,Hualien Airport,TW,Hualien City,HUN
2860,Narita International Airport,JP,Narita,NRT
2861,Shinshu-Matsumoto Airport,JP,Matsumoto,MMJ
2862,Ibaraki Airport / JASDF Hyakuri Air Base,JP,Omitama,IBR
2863,Ioto (Iwo Jima) Airbase,JP,Ogasawara,IWO
2864,Kansai International Airport,JP,Osaka,KIX
2865,Nanki Shirahama Airport,JP,Shirahama,SHM
2866,Kobe Airport,JP,Kobe,UKB
2867,Konotori Tajima Airport,JP,Toyooka,TJH
2868,Tokachi-Obihiro Airport,JP,Obihiro,OBO
2869,New Chitose Airport,JP,Sapporo,CTS
2870,Hakodate Airport,JP,Hakodate,HKD
2871,Kushiro Airport,JP,Kushiro,KUH
2872,Memanbetsu Airport,JP,Ōzora,MMB
2873,Nakashibetsu Airport,JP,Nakashibetsu,SHB
2874,Sapporo Okadama Airport,JP,Sapporo,OKD
2875,Wakkanai Airport,JP,Wakkanai,WKJ
2876,Iki Airport,JP,Iki,IKI
2877,Yamaguchi Ube Airport,JP,Ube,UBJ
2878,Tsushima Airport,JP,Tsushima,TSJ
2879,Monbetsu Airport,JP,Monbetsu,MBE
2880,Asahikawa Airport,JP,Higashikagura,AKJ
2881,Okushiri Airport,JP,Okushiri Island,OIR
2882,Rishiri Airport,JP,Rishiri,RIS
2883,Yakushima Airport,JP,Yakushima,KUM
2884,Fukue Airport,JP,Goto,FUJ
2885,Fukuoka Airport,JP,Fukuoka,FUK
2886,New Tanegashima Airport,JP,Tanegashima,TNE
2887,Kagoshima Airport,JP,Kagoshima,KOJ
2888,Miyazaki Airport,JP,Miyazaki,KMI
2889,Oita Airport,JP,Oita,OIT
2890,Kitakyushu Airport,JP,Kitakyushu,KKJ
2891,Saga Airport,JP,Saga,HSG
2892,Kumamoto Airport,JP,Kumamoto,KMJ
2893,Nagasaki Airport,JP,Nagasaki,NGS
2894,Chubu Centrair International Airport,JP,Tokoname,NGO
2895,Amami Airport,JP,Amami,ASJ
2896,Okinoerabu Airport,JP,Wadomari,OKE
2897,Kikai Airport,JP,Kikai,KKX
2898,Tokunoshima Airport,JP,Amagi,TKN
2899,Nagoya Airport / JASDF Komaki Air Base,JP,Nagoya,NKM
2900,Gifu Airport,JP,Gifu,QGU
2901,Komatsu Airport / JASDF Komatsu Air Base,JP,Kanazawa,KMQ
2902,Oki Global Geopark Airport,JP,Okinoshima,OKI
2903,Mount Fuji Shizuoka Airport,JP,Makinohara / Shimada,FSZ
2904,Toyama Airport,JP,Toyama,TOY
2905,Noto Satoyama Airport,JP,Wajima,NTQ
2906,Hiroshima Airport,JP,Hiroshima,HIJ
2907,Okayama Momotaro Airport,JP,Okayama,OKJ
2908,Izumo Enmusubi Airport,JP,Izumo,IZO
2909,Yonago Kitaro Airport / JASDF Miho Air Base,JP,Yonago,YGJ
2910,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,JP,Iwakuni,IWK
2911,Kochi Ryoma Airport,JP,Nankoku,KCZ
2912,Matsuyama Airport,JP,Matsuyama,MYJ
2913,Osaka International Airport,JP,Osaka,ITM
2914,Tottori Sand Dunes Conan Airport,JP,Tottori,TTJ
2915,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,JP,Tokushima,TKS
2916,Takamatsu Airport,JP,Takamatsu,TAK
2917,Iwami Airport,JP,Masuda,IWJ
2918,Aomori Airport,JP,Aomori,AOJ
2919,Yamagata Airport,JP,Higashine,GAJ
2920,Sado Airport,JP,Sado,SDS
2921,Fukushima Airport,JP,Sukagawa,FKS
2922,JMSDF Hachinohe Air Base / Hachinohe Airport,JP,Hachinohe,HHE
2923,Iwate Hanamaki Airport,JP,Hanamaki,HNA
2924,Akita Airport,JP,Akita,AXT
2925,Misawa Airport / Misawa Air Base,JP,Misawa,MSJ
2926,Niigata Airport,JP,Niigata,KIJ
2927,Odate Noshiro Airport,JP,Kitaakita,ONJ
2928,Sendai Airport,JP,Natori,SDJ
2929,Shonai Airport,JP,Shonai,SYO
2930,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,JP,Ayase / Yamato,NJA
2931,Hachijojima Airport,JP,Hachijojima,HAC
2932,Oshima Airport,JP,Izu Oshima,OIM
2933,Miyakejima Airport,JP,Miyakejima,MYE
2934,Tokyo Haneda International Airport,JP,Tokyo,HND
2935,Yokota Air Base,JP,Fussa,OKO
2936,Muan International Airport,KR,Muan (Piseo-ri),MWX
2937,Gwangju Airport,KR,Gwangju,KWJ
2938,Gunsan Airport / Gunsan Air Base,KR,Gunsan,KUV
2939,Yeosu Airport,KR,Yeosu,RSU
2940,Gangneung Airport (K-18),KR,Gangneung,KAG
2941,Wonju Airport / Hoengseong Air Base (K-38/K-46),KR,Wonju,WJU
2942,Yangyang International Airport,KR,Gonghang-ro,YNY
2943,Jeju International Airport,KR,Jeju City,CJU
2944,Jeongseok Airport,KR,Jeju Island,JDG
2945,Gimhae International Airport,KR,Busan,PUS
2946,Sacheon Airport / Sacheon Air Base,KR,Sacheon,HIN
2947,Ulsan Airport,KR,Ulsan,USN
2948,Incheon International Airport,KR,Seoul,ICN
2949,Seoul Air Base (K-16),KR,Seongnam,SSN
2950,Osan Air Base,KR,Pyeongtaek,OSN
2951,Gimpo International Airport,KR,Seoul,GMP
2952,Suwon Airport,KR,Suwon,SWU
2953,Pohang Airport (G-815/K-3),KR,Pohang,KPO
2954,Jungwon Air Base/Chungju Airport,KR,Gimseang-ro,JWO
2955,Daegu Airport,KR,Daegu,TAE
2956,Cheongju International Airport/Cheongju Air Base (K-59/G-513),KR,Cheongju,CJJ
2957,Yecheon Airbase,KR,Yecheon-ri,YEC
2958,Naha Airport / JASDF Naha Air Base,JP,Naha,OKA
2959,Kumejima Airport,JP,Kumejima,UEO
2960,Minamidaito Airport,JP,Minamidaito,MMD
2961,Miyako Airport,JP,Miyako City,MMY
2962,Iejima Airport,JP,Ie,IEJ
2963,Kitadaito Airport,JP,Kitadaitōjima,KTD
2964,Miyako Shimojishima Airport,JP,Miyakojima,SHI
2965,Tarama Airport,JP,Tarama,TRA
2966,Yoron Airport,JP,Yoron,RNJ
2967,Yonaguni Airport,JP,Yonaguni,OGN
2968,Subic Bay International Airport / Naval Air Station Cubi Point,PH,Olongapo,SFS
2969,Clark International Airport / Clark Air Base,PH,Mabalacat,CRK
2970,Laoag International Airport,PH,Laoag City,LAO
2971,Ninoy Aquino International Airport,PH,Manila (Pasay),MNL
2972,Danilo Atienza Air Base,PH,Cavite,SGL
2973,Allah Valley Airport,PH,Surallah,AAV
2974,Cotabato (Awang) Airport,PH,Datu Odin Sinsuat,CBO
2975,Francisco Bangoy International Airport,PH,Davao,DVO
2976,Bancasi Airport,PH,Butuan,BXU
2977,Bislig Airport,PH,Bislig,BPH
2978,Dipolog Airport,PH,Dipolog,DPL
2979,Camiguin Airport,PH,Mambajao,CGM
2980,Sanga Sanga Airport,PH,Bongao,TWT
2981,Labo Airport,PH,Ozamiz,OZC
