id,airport_name,country,city,code
1084,Khartoum International Airport,SD,Khartoum,KRT
1085,Malakal Airport,SS,Malakal,MAK
1086,Wau Airport,SS,Wau,WUU
1087,Arusha Airport,TZ,Arusha,ARK
1088,Julius Nyerere International Airport,TZ,Dar es Salaam,DAR
1089,Dodoma Airport,TZ,Dodoma,DOD
1090,Songwe Airport,TZ,Mbeya,MBI
1091,Iringa Airport,TZ,Nduli,IRI
1092,Kilimanjaro International Airport,TZ,Arusha,JRO
1093,Lake Manyara Airport,TZ,Lake Manyara National Park,LKY
1094,Mtwara Airport,TZ,Mtwara,MYW
1095,Mwanza Airport,TZ,Mwanza,MWZ
1096,Pemba Airport,TZ,Chake Chake,PMA
1097,Tanga Airport,TZ,Tanga,TGT
1098,Abeid Amani Karume International Airport,TZ,Zanzibar,ZNZ
1099,Arua Airport,UG,Arua,RUA
1100,Entebbe International Airport,UG,Kampala,EBB
1101,Gulu Airport,UG,Gulu,ULU
1102,Soroti Airport,UG,Soroti,SRT
1103,Chengdu Huaizhou Airport,CN,Chengdu (Jintang),HZU
1104,Indigo Bay Lodge Airport,MZ,Bazaruto Island,IBL
1105,Sangia Nibandera Airport,ID,Kolaka,KXB
1106,Dhoho International Airport,ID,Kediri,DHX
1107,Namniwel Airport,ID,Namniwel,NAM
1108,Tebelian Airport,ID,Sintang,SQG
1109,Bilogai-Sugapa Airport,ID,Sugapa,UGU
1110,Ayodhya Airport,IN,Faizabad,AYJ
1111,Navi Mumbai International Airport,IN,Navi Mumbai,NMI
1112,Manohar International Airport,IN,Mopa,GOX
1113,Rashtrakavi Kuvempu Airport,IN,Shimoga,RQY
1114,Itanagar Donyi Polo Hollongi Airport,IN,Hollongi,HGI
1115,New Ishigaki Airport,JP,Ishigaki,ISG
1116,Daxing'anling Elunchun Airport,CN,Jiagedaqi,JGD
1117,Qianjiang Wulingshan Airport,CN,Qianjiang,JIQ
1118,Comandante Ariston Pessoa Airport,BR,Cruz,JJD
1119,Jinzhou Bay Airport,CN,Jinzhou (Linghai),JNZ
1120,Boulder City Municipal Airport,US,Boulder City,BLD
1121,Mesquite International Airport,US,Mesquite,MFH
1122,Lehigh Valley International Airport,US,Allentown,ABE
1123,Abilene Regional Airport,US,Abilene,ABI
1124,Albuquerque International Sunport,US,Albuquerque,ABQ
1125,Aberdeen Regional Airport,US,Aberdeen,ABR
1126,Southwest Georgia Regional Airport,US,Albany,ABY
1127,Nantucket Memorial Airport,US,Nantucket,ACK
1128,Waco Regional Airport,US,Waco,ACT
1129,California Redwood Coast-Humboldt County Airport,US,Arcata/Eureka,ACV
1130,Atlantic City International Airport,US,Atlantic City,ACY
1131,Ada Regional Airport,US,Ada,ADT
1132,Joint Base Andrews,US,Camp Springs,ADW
1133,Alexandria International Airport,US,Alexandria,AEX
1134,Perot Field/Fort Worth Alliance Airport,US,Fort Worth,AFW
1135,Allegheny County Airport,US,Pittsburgh,AGC
1136,Augusta Regional At Bush Field,US,Augusta,AGS
1137,Athens Ben Epps Airport,US,Athens,AHN
1138,Alliance Municipal Airport,US,Alliance,AIA
1139,Akron Fulton International Airport,US,Akron,AKC
1140,Albany International Airport,US,Albany,ALB
1141,Alice International Airport,US,Alice,ALI
1142,Alamogordo White Sands Regional Airport,US,Alamogordo,ALM
1143,St Louis Regional Airport,US,Alton/St Louis,ALN
1144,Waterloo Regional Airport,US,Waterloo,ALO
1145,San Luis Valley Regional Airport/Bergman Field,US,Alamosa,ALS
1146,Walla Walla Regional Airport,US,Walla Walla,ALW
1147,Rick Husband Amarillo International Airport,US,Amarillo,AMA
1148,Anniston Regional Airport,US,Anniston,ANB
1149,Anderson Regional Airport,US,Anderson,AND
1150,Altoona Blair County Airport,US,Altoona,AOO
1151,Centennial Airport,US,Denver,APA
1152,Naples Municipal Airport,US,Naples,APF
1153,Phillips Army Air Field,US,Aberdeen,APG
1154,Alpena County Regional Airport,US,Alpena,APN
1155,Acadiana Regional Airport,US,New Iberia,ARA
1156,Watertown International Airport,US,Watertown,ART
1157,Aspen-Pitkin County Airport (Sardy Field),US,Aspen,ASE
1158,Astoria Regional Airport,US,Astoria,AST
1159,Hartsfield Jackson Atlanta International Airport,US,Atlanta,ATL
1160,Appleton International Airport,US,Appleton,ATW
1161,Watertown Regional Airport,US,Watertown,ATY
1162,Augusta State Airport,US,Augusta,AUG
1163,Austin Bergstrom International Airport,US,Austin,AUS
1164,Wausau Downtown Airport,US,Wausau,AUW
1165,Asheville Regional Airport,US,Asheville,AVL
1166,Wilkes Barre Scranton International Airport,US,Wilkes-Barre/Scranton,AVP
1167,Chandler Field,US,Alexandria,AXN
1168,Kalamazoo Battle Creek International Airport,US,Kalamazoo,AZO
1169,Beale Air Force Base,US,Beale Air Force Base,BAB
1170,Barksdale Air Force Base,US,Bossier City,BAD
1171,Westfield-Barnes Regional Airport,US,Westfield,BAF
1172,Columbus Municipal Airport,US,Columbus,CLU
1173,Curtis Field,US,Brady,BBD
1174,Branson Airport,US,Branson,BKG
1175,Bryce Canyon Airport,US,Bryce Canyon,BCE
1176,Boca Raton Airport,US,Boca Raton,BCT
1177,Baudette International Airport,US,Baudette,BDE
1178,Bradley International Airport,US,Hartford,BDL
1179,Igor I Sikorsky Memorial Airport,US,Bridgeport,BDR
1180,Laurence G Hanscom Field,US,Bedford,BED
1181,Bradford Regional Airport,US,Bradford,BFD
1182,Western Neb. Rgnl/William B. Heilig Airport,US,Scottsbluff,BFF
1183,Boeing Field King County International Airport,US,Seattle,BFI
1184,Meadows Field,US,Bakersfield,BFL
1185,Mobile Downtown Airport,US,Mobile,BFM
1186,Greater Binghamton/Edwin A Link field,US,Binghamton,BGM
1187,Bangor International Airport,US,Bangor,BGR
1188,Hancock County-Bar Harbor Airport,US,Bar Harbor,BHB
1189,Birmingham-Shuttlesworth International Airport,US,Birmingham,BHM
1190,Biggs Army Air Field (Fort Bliss),US,Fort Bliss/El Paso,BIF
1191,Eastern Sierra Regional Airport,US,Bishop,BIH
1192,Billings Logan International Airport,US,Billings,BIL
1193,Bismarck Municipal Airport,US,Bismarck,BIS
1194,Keesler Air Force Base,US,Biloxi,BIX
1195,Rocky Mountain Metropolitan Airport,US,Denver,BJC
1196,Bemidji Regional Airport,US,Bemidji,BJI
1197,Baker City Municipal Airport,US,Baker City,BKE
1198,Buckley Space Force Base,US,Aurora,BFK
1199,Burke Lakefront Airport,US,Cleveland,BKL
1200,Raleigh County Memorial Airport,US,Beaver,BKW
1201,Mercer County Airport,US,Bluefield,BLF
1202,Blythe Airport,US,Blythe,BLH
1203,Bellingham International Airport,US,Bellingham,BLI
1204,Scott AFB/Midamerica Airport,US,Belleville,BLV
1205,Monroe County Airport,US,Bloomington,BMG
1206,Central Illinois Regional Airport at Bloomington-Normal,US,Bloomington/Normal,BMI
1207,Nashville International Airport,US,Nashville,BNA
1208,Burns Municipal Airport,US,Burns,BNO
1209,Boise Air Terminal/Gowen Field,US,Boise,BOI
1210,Logan International Airport,US,Boston,BOS
1211,Miley Memorial Field,US,Big Piney,BPI
1212,Ozark Regional Airport,US,Mountain Home,WMH
1213,Jack Brooks Regional Airport,US,Beaumont/Port Arthur,BPT
1214,Brunswick Golden Isles Airport,US,Brunswick,BQK
1215,Brainerd Lakes Regional Airport,US,Brainerd,BRD
1216,Southeast Iowa Regional Airport,US,Burlington,BRL
1217,Brownsville South Padre Island International Airport,US,Brownsville,BRO
1218,Battle Creek Executive Airport at Kellogg Field,US,Battle Creek,BTL
1219,Bert Mooney Airport,US,Butte,BTM
1220,Baton Rouge Metropolitan Airport,US,Baton Rouge,BTR
1221,Burlington International Airport,US,South Burlington,BTV
1222,Buffalo Niagara International Airport,US,Buffalo,BUF
1223,Hollywood Burbank Airport,US,Burbank,BUR
1224,Beaver County Airport,US,Beaver Falls,BFP
1225,Beverly Regional Airport,US,Beverly / Danvers,BVY
1226,Bowling Green Warren County Regional Airport,US,Bowling Green,BWG
1227,Baltimore/Washington International Thurgood Marshall Airport,US,Baltimore,BWI
1228,Arkansas International Airport,US,Blytheville,BYH
1229,Burley Municipal Airport,US,Burley,BYI
1230,Bicycle Lake Army Air Field,US,Fort Irwin/Barstow,BYS
1231,Bozeman Yellowstone International Airport,US,Bozeman,BZN
1232,Columbia Metropolitan Airport,US,Columbia,CAE
1233,Akron Canton Regional Airport,US,Akron,CAK
1234,Caribou Municipal Airport,US,Caribou,CAR
1235,Columbus Air Force Base,US,Columbus,CBM
1236,Buchanan Field,US,Concord,CCR
1237,Northeast Iowa Regional Airport,US,Charles City,CCY
1238,Cedar City Regional Airport,US,Cedar City,CDC
1239,Chadron Municipal Airport,US,Chadron,CDR
1240,Childress Municipal Airport,US,Childress,CDS
1241,Jack Mc Namara Field Airport,US,Crescent City,CEC
1242,Westover Metropolitan Airport / Westover Air Reserve Base,US,Chicopee,CEF
1243,Bob Sikes Airport,US,Crestview,CEW
1244,Cortez Municipal Airport,US,Cortez,CEZ
1245,Cuyahoga County Airport,US,Cleveland,CGF
1246,Cape Girardeau Regional Airport,US,Cape Girardeau,CGI
1247,Chattanooga Metropolitan Airport (Lovell Field),US,Chattanooga,CHA
1248,Charlottesville Albemarle Airport,US,Charlottesville,CHO
1249,Charleston International Airport,US,Charleston,CHS
1250,The Eastern Iowa Airport,US,Cedar Rapids,CID
1251,Chippewa County International Airport,US,Kincheloe,CIU
1252,North Central West Virginia Airport,US,Bridgeport,CKB
1253,Cleveland Hopkins International Airport,US,Cleveland,CLE
1254,Easterwood Field,US,College Station,CLL
1255,William R Fairchild International Airport,US,Port Angeles,CLM
1256,Charlotte Douglas International Airport,US,Charlotte,CLT
1257,John Glenn Columbus International Airport,US,Columbus,CMH
1258,University of Illinois Willard Airport,US,Savoy,CMI
1259,Houghton County Memorial Airport,US,Hancock,CMX
1260,Cavern City Air Terminal,US,Carlsbad,CNM
1261,Chanute Martin Johnson Airport,US,Chanute,CNU
1262,Canyonlands Regional Airport,US,Moab,CNY
1263,Yellowstone Regional Airport,US,Cody,COD
1264,Coeur D'Alene Airport - Pappy Boyington Field,US,Coeur d'Alene,COE
1265,Patrick Space Force Base,US,Cocoa Beach,COF
1266,Concord Municipal Airport,US,Concord,CON
1267,City of Colorado Springs Municipal Airport,US,Colorado Springs,COS
1268,Columbia Regional Airport,US,Columbia,COU
1269,Casper-Natrona County International Airport,US,Casper,CPR
1270,Grand Strand Airport,US,North Myrtle Beach,CRE
1271,Jacksonville Executive at Craig Airport,US,Jacksonville,CRG
1272,Corpus Christi International Airport,US,Corpus Christi,CRP
1273,McClellan-Palomar Airport,US,Carlsbad,CLD
1274,Yeager Airport,US,Charleston,CRW
1275,Columbus Metropolitan Airport,US,Columbus,CSG
1276,Crossville Memorial Airport Whitson Field,US,Crossville,CSV
1277,Cut Bank International Airport,US,Cut Bank,CTB
1278,Jim Hamilton L.B. Owens Airport,US,Columbia,CUB
1279,Cincinnati Northern Kentucky International Airport,US,Cincinnati / Covington,CVG
1280,Clovis Municipal Airport,US,Clovis,CVN
1281,Corvallis Municipal Airport,US,Corvallis,CVO
1282,Cannon Air Force Base,US,Clovis,CVS
1283,Central Wisconsin Airport,US,Mosinee,CWA
1284,Conroe-North Houston Regional Airport,US,Houston,CXO
1285,Cheyenne Regional Jerry Olson Field,US,Cheyenne,CYS
1286,Davison Army Air Field,US,Fort Belvoir,DAA
1287,Daytona Beach International Airport,US,Daytona Beach,DAB
1288,Barstow Daggett Airport,US,Daggett,DAG
1289,Dallas Love Field,US,Dallas,DAL
1290,Danville Regional Airport,US,Danville,DAN
1291,James M Cox Dayton International Airport,US,Dayton,DAY
1292,Dubuque Regional Airport,US,Dubuque,DBQ
1293,Ronald Reagan Washington National Airport,US,Washington,DCA
1294,Dodge City Regional Airport,US,Dodge City,DDC
1295,Decatur Airport,US,Decatur,DEC
1296,Denver International Airport,US,Denver,DEN
1297,Coleman A. Young Municipal Airport,US,Detroit,DET
1298,Dallas Fort Worth International Airport,US,Dallas-Fort Worth,DFW
1299,Dothan Regional Airport,US,Dothan,DHN
1300,Dalhart Municipal Airport,US,Dalhart,DHT
1301,Dickinson Theodore Roosevelt Regional Airport,US,Dickinson,DIK
1302,Laughlin Air Force Base,US,Del Rio,DLF
1303,Duluth International Airport,US,Duluth,DLH
1304,Columbia Gorge Regional Airport,US,Dallesport / The Dalles,DLS
1305,Davis Monthan Air Force Base,US,Tucson,DMA
1306,Deming Municipal Airport,US,Deming,DMN
1307,Daniel Field,US,Augusta,DNL
1308,Dover Air Force Base,US,Dover,DOV
1309,Dupage Airport,US,Chicago/West Chicago,DPA
1310,Desert Rock Airport,US,Mercury,DRA
1311,Beauregard Regional Airport,US,DeRidder,DRI
1312,Durango La Plata County Airport,US,Durango,DRO
1313,Del Rio International Airport,US,Del Rio,DRT
1314,Des Moines International Airport,US,Des Moines,DSM
1315,Destin Executive Airport,US,Destin,DSI
1316,Detroit Metropolitan Wayne County Airport,US,Detroit,DTW
1317,Durant Regional Airport - Eaker Field,US,Durant,DUA
1318,Bisbee Douglas International Airport,US,Douglas Bisbee,DUG
1319,DuBois Regional Airport,US,Dubois,DUJ
1320,Devils Lake Regional Airport,US,Devils Lake,DVL
1321,Danbury Municipal Airport,US,Danbury,DXR
1322,Dyess Air Force Base,US,Abilene,DYS
1323,Kearney Regional Airport,US,Kearney,EAR
1324,Pangborn Memorial Airport,US,Wenatchee,EAT
1325,Chippewa Valley Regional Airport,US,Eau Claire,EAU
1326,Elizabeth City Regional Airport & Coast Guard Air Station,US,Elizabeth City,ECG
1327,Northwest Florida Beaches International Airport,US,Panama City Beach,ECP
1328,Edwards Air Force Base,US,Edwards,EDW
1329,Needles Airport,US,Needles,EED
1330,Dillant Hopkins Airport,US,Keene,EEN
1331,Ellington Airport,US,Houston,EFD
1332,Eagle County Regional Airport,US,Eagle,EGE
1333,Duke Field,US,Crestview,EGI
1334,Murray Field,US,Eureka,EKA
1335,Elkins-Randolph County Regional Airport,US,Elkins,EKN
1336,Elko Regional Airport,US,Elko,EKO
1337,South Arkansas Regional Airport at Goodwin Field,US,El Dorado,ELD
1338,Elmira Corning Regional Airport,US,Elmira/Corning,ELM
1339,Ely Municipal Airport,US,Ely,LYU
1340,El Paso International Airport,US,El Paso,ELP
1341,Ely Airport Yelland Field,US,Ely,ELY
1342,Vance Air Force Base,US,Enid,END
1343,Wendover Airport,US,Wendover,ENV
1344,Kenosha Regional Airport,US,Kenosha,ENW
1345,Erie International Tom Ridge Field,US,Erie,ERI
1346,Delta County Airport,US,Escanaba,ESC
1347,Esler Army Airfield / Esler Regional Airport,US,Alexandria,ESF
1348,Mahlon Sweet Field,US,Eugene,EUG
1349,Evansville Regional Airport,US,Evansville,EVV
1350,Evanston-Uinta County Airport-Burns Field,US,Evanston,EVW
1351,New Bedford Regional Airport,US,New Bedford,EWB
1352,Coastal Carolina Regional Airport,US,New Bern,EWN
1353,Newark Liberty International Airport,US,Newark,EWR
1354,Key West International Airport,US,Key West,EYW
1355,Felker Army Air Field,US,Newport News (Fort Eustis),FAF
1356,Hector International Airport,US,Fargo,FAR
1357,Fresno Yosemite International Airport,US,Fresno,FAT
1358,Fayetteville Regional Airport - Grannis Field,US,Fayetteville,FAY
1359,Simmons Army Air Field,US,Fort Bragg,FBG
1360,Butts AAF (Fort Carson) Air Field,US,Fort Carson,FCS
1361,Findlay Airport,US,Findlay,FDY
1362,Wright-Patterson Air Force Base,US,Dayton,FFO
1363,Friday Harbor Airport,US,Friday Harbor,FRD
1364,Sierra Vista Municipal Airport / Libby Army Air Field,US,Fort Huachuca / Sierra Vista,FHU
1365,Venango Regional Airport,US,Franklin,FKL
1366,Flagstaff Pulliam International Airport,US,Flagstaff,FLG
1367,Fort Lauderdale Hollywood International Airport,US,Fort Lauderdale,FLL
1368,Florence Regional Airport,US,Florence,FLO
1369,Tipton Airport,US,Fort Meade(Odenton),FME
1370,Four Corners Regional Airport,US,Farmington,FMN
1371,Page Field,US,Fort Myers,FMY
1372,Northern Colorado Regional Airport,US,Loveland,FNL
1373,Bishop International Airport,US,Flint,FNT
1374,Fort Dodge Regional Airport,US,Fort Dodge,FOD
1375,Topeka Regional Airport,US,Topeka,FOE
1376,St Lucie County International Airport,US,Fort Pierce,FPR
1377,Republic Airport,US,Farmingdale,FRG
1378,Marshall Army Air Field,US,Fort Riley (Junction City),FRI
1379,Sioux Falls Regional Airport / Joe Foss Field,US,Sioux Falls,FSD
1380,Henry Post Army Air Field,US,Fort Sill,FSI
1381,Fort Smith Regional Airport,US,Fort Smith,FSM
1382,Fort Stockton Pecos County Airport,US,Fort Stockton,FST
1383,Godman Army Air Field,US,Fort Knox,FTK
1384,Fort Worth Meacham International Airport,US,Fort Worth,FTW
1385,Fulton County Airport Brown Field,US,Atlanta,FTY
1386,Fort Wayne International Airport,US,Fort Wayne,FWA
1387,Fort Lauderdale Executive Airport,US,Fort Lauderdale,FXE
1388,Drake Field,US,Fayetteville,FYV
1389,Northeast Wyoming Regional Airport,US,Gillette,GCC
1390,Garden City Regional Airport,US,Garden City,GCK
1391,Grand Canyon National Park Airport,US,Grand Canyon - Tusayan,GCN
1392,Dawson Community Airport,US,Glendive,GDV
1393,Spokane International Airport,US,Spokane,GEG
1394,Grand Forks International Airport,US,Grand Forks,GFK
1395,Floyd Bennett Memorial Airport,US,Glens Falls,GFL
1396,East Texas Regional Airport,US,Longview,GGG
1397,Glasgow Valley County Airport Wokal Field,US,Glasgow,GGW
1398,Grand Junction Regional Airport,US,Grand Junction,GJT
1399,Goodland Municipal Airport,US,Goodland,GLD
1400,Mid Delta Regional Airport,US,Greenville,GLH
1401,Scholes International At Galveston Airport,US,Galveston,GLS
1402,Greenville Downtown Airport,US,Greenville,GMU
1403,Gainesville Regional Airport,US,Gainesville,GNV
1404,Groton New London Airport,US,Groton,GON
1405,Glacier Park International Airport,US,Kalispell,FCA
1406,Gulfport Biloxi International Airport,US,Gulfport,GPT
1407,Austin Straubel International Airport,US,Green Bay,GRB
1408,Gray Army Air Field,US,Fort Lewis/Tacoma,GRF
1409,Central Nebraska Regional Airport,US,Grand Island,GRI
1410,Killeen Regional Airport / Robert Gray Army Airfield,US,Fort Cavazos,GRK
1411,Gerald R. Ford International Airport,US,Grand Rapids,GRR
1412,Seymour Johnson Air Force Base,US,Goldsboro,GSB
1413,Piedmont Triad International Airport,US,Greensboro,GSO
1414,Greenville Spartanburg International Airport,US,Greer,GSP
1415,Great Falls International Airport,US,Great Falls,GTF
1416,Golden Triangle Regional Airport,US,Columbus/W Point/Starkville,GTR
1417,Gunnison Crested Butte Regional Airport,US,Gunnison,GUC
1418,Gallup Municipal Airport,US,Gallup,GUP
1419,Grissom Air Reserve Base,US,Peru,GUS
1420,Guymon Municipal Airport,US,Guymon,GUY
1421,Greenwood–Leflore Airport,US,Greenwood,GWO
1422,North Texas Regional Airport Perrin Field,US,Denison,PNX
1423,Gary Chicago International Airport,US,Gary,GYY
1424,Hattiesburg Bobby L Chain Municipal Airport,US,Hattiesburg,HBG
1425,Hobart Regional Airport,US,Hobart,HBR
1426,Yampa Valley Airport,US,Hayden,HDN
1427,Hartford Brainard Airport,US,Hartford,HFD
1428,Hagerstown Regional Richard A Henson Field,US,Hagerstown,HGR
1429,Jack Northrop Field Hawthorne Municipal Airport,US,Hawthorne,HHR
1430,Range Regional Airport,US,Hibbing,HIB
1431,Hill Air Force Base,US,Ogden,HIF
1432,Lake Havasu City International Airport,US,Lake Havasu City,HII
1433,Portland Hillsboro Airport,US,Portland,HIO
1434,Hickory Regional Airport,US,Hickory,HKY
1435,Wheeling Ohio County Airport,US,Wheeling,HLG
1436,Helena Regional Airport,US,Helena,HLN
1437,Holloman Air Force Base,US,Alamogordo,HMN
1438,Lea County Regional Airport,US,Hobbs,HOB
1439,Huron Regional Airport,US,Huron,HON
1440,Campbell Army Airfield (Fort Campbell),US,Fort Campbell,HOP
1441,Memorial Field Airport,US,Hot Springs,HOT
1442,William P Hobby Airport,US,Houston,HOU
1443,Westchester County Airport,US,White Plains,HPN
1444,Bowerman Airport,US,Hoquiam,HQM
1445,Valley International Airport,US,Harlingen,HRL
1446,Boone County Airport,US,Harrison,HRO
1447,Homestead ARB Airport,US,Homestead,HST
1448,Huntsville International Carl T Jones Field,US,Huntsville,HSV
1449,Tri-State Airport / Milton J. Ferguson Field,US,Huntington,HTS
1450,Redstone Army Air Field,US,Redstone Arsnl Huntsville,HUA
1451,"Terre Haute Regional Airport, Hulman Field",US,Terre Haute,HUF
1452,Houlton International Airport,US,Houlton,HUL
1453,Hutchinson Municipal Airport,US,Hutchinson,HUT
1454,Tweed New Haven Airport,US,New Haven,HVN
1455,Havre City County Airport,US,Havre,HVR
1456,Hilton Head Airport,US,Hilton Head Island,HHH
1457,Cape Cod Gateway Airport,US,Hyannis,HYA
1458,Sawyer County Airport,US,Hayward,HYR
1459,Hays Regional Airport,US,Hays,HYS
1460,Northeast Ohio Regional Airport,US,Ashtabula,JFN
1461,McConnell Air Force Base,US,Wichita,IAB
1462,Washington Dulles International Airport,US,Dulles,IAD
1463,Niagara Falls International Airport,US,Niagara Falls,IAG
1464,George Bush Intercontinental Houston Airport,US,Houston,IAH
1465,Wichita Eisenhower National Airport,US,Wichita,ICT
1466,Idaho Falls Regional Airport,US,Idaho Falls,IDA
1467,Laughlin Bullhead International Airport,US,Bullhead City,IFP
1468,Kingman Airport,US,Kingman,IGM
1469,Greater Kankakee Airport,US,Kankakee,IKK
1470,Wilmington Airport,US,Wilmington,ILG
1471,Wilmington International Airport,US,Wilmington,ILM
1472,Wilmington Airpark,US,Wilmington,ILN
1473,Ford Airport,US,Kingsford,IMT
1474,Indianapolis International Airport,US,Indianapolis,IND
1475,Winkler County Airport,US,Wink,INK
1476,Falls International Airport,US,International Falls,INL
1477,Smith Reynolds Airport,US,Winston Salem,INT
1478,Winslow Lindbergh Regional Airport,US,Winslow,INW
1479,Imperial County Airport,US,Imperial,IPL
1480,Williamsport Regional Airport,US,Williamsport,IPT
1481,Kirksville Regional Airport,US,Kirksville,IRK
1482,Kissimmee Gateway Airport,US,Orlando,ISM
1483,Kinston Regional Jetport At Stallings Field,US,Kinston,ISO
1484,Long Island Mac Arthur Airport,US,Islip,ISP
1485,Ithaca Tompkins Regional Airport,US,Ithaca,ITH
1486,Mesa Gateway Airport,US,Mesa,AZA
1487,Jackson Hole Airport,US,Jackson,JAC
1488,Jackson-Medgar Wiley Evers International Airport,US,Jackson,JAN
1489,Jacksonville International Airport,US,Jacksonville,JAX
1490,Jonesboro Municipal Airport,US,Jonesboro,JBR
1491,Kimble County Airport,US,Junction,JCT
1492,John F Kennedy International Airport,US,New York,JFK
1493,Chautauqua County-Jamestown Airport,US,Jamestown,JHW
1494,Joplin Regional Airport,US,Joplin,JLN
1495,Jamestown Regional Airport,US,Jamestown,JMS
1496,Concord-Padgett Regional Airport,US,Concord,USA
1497,John Murtha Johnstown Cambria County Airport,US,Johnstown,JST
1498,Jackson County Airport/Reynolds Field,US,Jackson,JXN
1499,Southwest Washington Regional Airport,US,Kelso,KLS
1500,Southeast Colorado Regional Airport,US,Lamar,LAA
1501,Purdue University Airport,US,West Lafayette,LAF
1502,Lakeland Linder International Airport,US,Lakeland,LAL
1503,Capital City Airport,US,Lansing,LAN
1504,Laramie Regional Airport,US,Laramie,LAR
1505,Harry Reid International Airport,US,Las Vegas,LAS
1506,Lawton Fort Sill Regional Airport,US,Lawton,LAW
1507,Los Angeles International Airport,US,Los Angeles,LAX
1508,Lubbock Preston Smith International Airport,US,Lubbock,LBB
1509,Arnold Palmer Regional Airport,US,Latrobe,LBE
1510,North Platte Regional Airport Lee Bird Field,US,North Platte,LBF
1511,Liberal Mid-America Regional Airport,US,Liberal,LBL
1512,Lumberton Regional Airport,US,Lumberton,LBT
1513,Texas Gulf Coast Regional Airport,US,Angleton,LJN
1514,Lake Charles Regional Airport,US,Lake Charles,LCH
1515,Rickenbacker International Airport,US,Columbus,LCK
1516,Lebanon Municipal Airport,US,Lebanon,LEB
1517,Leesburg International Airport,US,Leesburg,LEE
1518,Blue Grass Airport,US,Lexington,LEX
1519,Langley Air Force Base,US,Hampton,LFI
1520,Angelina County Airport,US,Lufkin,LFK
1521,Lafayette Regional Airport,US,Lafayette,LFT
1522,LaGuardia Airport,US,New York,LGA
1523,Long Beach Airport (Daugherty Field),US,Long Beach,LGB
1524,Logan-Cache Airport,US,Logan,LGU
1525,Bill & Hillary Clinton National Airport/Adams Field,US,Little Rock,LIT
1526,Crater Lake-Klamath Regional Airport,US,Klamath Falls,LMT
1527,Hunt Field,US,Lander,LND
1528,Lincoln Airport,US,Lincoln,LNK
1529,Lancaster Airport,US,Lancaster,LNS
1530,Derby Field,US,Lovelock,LOL
1531,Bowman Field,US,Louisville,LOU
1532,London-Corbin Airport/Magee Field,US,London,LOZ
1533,Laredo International Airport,US,Laredo,LRD
1534,Little Rock Air Force Base,US,Jacksonville,LRF
1535,Las Cruces International Airport,US,Las Cruces,LRU
1536,La Crosse Regional Airport,US,La Crosse,LSE
1537,Lawson Army Air Field,US,Fort Benning,LSF
1538,Nellis Air Force Base,US,Las Vegas,LSV
1539,Altus Air Force Base,US,Altus,LTS
1540,Luke Air Force Base,US,Glendale,LUF
1541,Cincinnati Municipal Airport Lunken Field,US,Cincinnati,LUK
1542,Mission Field,US,Livingston,LVM
1543,Las Vegas Municipal Airport,US,Las Vegas,LVS
1544,Greenbrier Valley Airport,US,Lewisburg,LWB
1545,Lawrence Municipal Airport,US,Lawrence,LWM
1546,Lewiston Nez Perce County Airport,US,Lewiston,LWS
1547,Lewistown Municipal Airport,US,Lewistown,LWT
1548,Lynchburg Regional Airport - Preston Glenn Field,US,Lynchburg,LYH
1549,Midland International Air and Space Port,US,Midland,MAF
1550,Mobridge Municipal Airport,US,Mobridge,MBG
1551,MBS International Airport,US,Saginaw,MBS
1552,McComb-Pike County Airport / John E Lewis Field,US,McComb,MCB
1553,McClellan Airfield,US,Sacramento,MCC
1554,Merced Regional Macready Field,US,Merced,MCE
1555,MacDill Air Force Base,US,Tampa,MCF
1556,Kansas City International Airport,US,Kansas City,MCI
1557,McCook Ben Nelson Regional Airport,US,McCook,MCK
1558,Middle Georgia Regional Airport,US,Macon,MCN
1559,Orlando International Airport,US,Orlando,MCO
1560,Mason City Municipal Airport,US,Mason City,MCW
1561,Southern Illinois Airport,US,Murphysboro,MDH
1562,Harrisburg International Airport,US,Harrisburg,MDT
1563,Chicago Midway International Airport,US,Chicago,MDW
1564,Key Field / Meridian Regional Airport,US,Meridian,MEI
1565,Memphis International Airport,US,Memphis,MEM
1566,Castle Airport,US,Merced,MER
1567,Mansfield Lahm Regional Airport,US,Mansfield,MFD
1568,McAllen Miller International Airport,US,McAllen,MFE
1569,Rogue Valley International Medford Airport,US,Medford,MFR
1570,Dobbins Air Reserve Base,US,Marietta,MGE
1571,Montgomery Regional (Dannelly Field) Airport,US,Montgomery,MGM
1572,Morgantown Municipal Airport Walter L. (Bill) Hart Field,US,Morgantown,MGW
1573,Manhattan Regional Airport,US,Manhattan,MHK
1574,Sacramento Mather Airport,US,Sacramento,MHR
1575,Manchester-Boston Regional Airport,US,Manchester,MHT
1576,Miami International Airport,US,Miami,MIA
1577,Minot Air Force Base,US,Minot,MIB
1578,Delaware County Johnson Field,US,Muncie,MIE
1579,Millville Municipal Airport,US,Millville,MIV
1580,Charles B. Wheeler Downtown Airport,US,Kansas City,MKC
1581,General Mitchell International Airport,US,Milwaukee,MKE
1582,Muskegon County Airport,US,Muskegon,MKG
1583,McKellar-Sipes Regional Airport,US,Jackson,MKL
1584,Melbourne Orlando International Airport,US,Melbourne,MLB
1585,Mc Alester Regional Airport,US,Mc Alester,MLC
1586,Quad City International Airport,US,Moline,MLI
